journal_clean,year
La Dépêche du MidiTarn Albi,2014
La Dépêche du MidiTarn,2014
La Dépêche du MidiTarn Albi,2016
La Dépêche du MidiTarn Albi,2017
La Dépêche du MidiTarn Albi,2014
La Dépêche du MidiTarn Castres; Tarn Albi,2017
Le Télégramme Bretagne,2019
La Dépêche du MidiTarn,2015
Le Point,2019
20 Minutes,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2017
Midi Libre,2020
Le Moniteur Entrepreneurs et Installateurs,2019
L'Usine Nouvelle,2016
LSA,2020
Le Point,2017
Restauration Collective,2020
L'Usine Nouvelle,2018
Le Journal du Net JDN,2019
Le Journal du CentreNièvre,2017
Le Progrès Lyon,2020
L'Usine Nouvelle,2020
Atlantico,2016
Investir,2020
Le Point,2018
Ouest France,2015
Ouest France,2018
Le Monde,2018
Le Monde,2018
Midi Libre,2018
Sud Ouest,2016
Les Echos,2020
Ouest France,2020
ElectroniqueS,2013
Le Figaro,2020
La Dépêche du MidiHautes Pyrénées,2017
L'AGEFI,2020
La Tribune,2016
Ouest France,2019
Les Echos,2017
Le Point,2018
Le Moniteur des Travaux Publics et du Bâtiment,2016
Sciences et Avenir,2017
Les Echos,2016
Le Monde,2018
L'Argus de l'assurance,2020
Le Progrès Lyon,2019
Le Télégramme Bretagne,2019
l'Humanité,2015
Aujourd'hui en France,2016
Ouest France,2019
Courrier picardToutes éditions,2019
Le Journal de Saône et LoireLons,2019
Bus et Car Connexion,2019
Sud Ouest,2018
Ouest France,2019
Ouest France,2019
Décideurs Magazine Site web,2020
La Tribune,2019
La Tribune,2019
Cercle Finance,2012
Stratégies,2018
Relation Client,2018
L'Usine Nouvelle,2017
La Provence,2020
La Nouvelle République du Centre OuestINFORMATIONS GENERALES,2016
Aujourd'hui en France,2016
Les Echos,2016
Sud Ouest,2016
Stratégie,2017
L'Usine Nouvelle,2018
Le Moniteur des Travaux Publics et du Bâtiment,2019
L'Usine Nouvelle,2018
Le Figaro,2018
Challenges,2018
Boursier,2015
Cercle Finance,2011
Cercle Finance,2011
Cercle Finance,2012
La Correspondance de la Publicité,2014
L'AGEFI,2020
L'AGEFI,2020
L'AGEFI,2020
RiskAssur,2020
RiskAssur,2020
Le Figaro,2020
Le Figaro,2020
L'Usine Nouvelle,2017
Capital Finance,2016
IT for Business,2016
Nord ÉclairLens,2017
Nord ÉclairLens,2019
Nord ÉclairLens,2016
La Voix du NordToutes éditions,2018
Les Echos,2019
Ouest France,2019
Ouest France,2020
Décision Achats,2016
Emerce,2016
Challenges,2019
La Tribune,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2018
L'Est Républicain,2012
Acteurs Publics,2019
Courrier picardRégion d'Amiens,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2017
L'Argus de l'assurance,2019
L'Usine Nouvelle,2018
Process Alimentaire,2014
ElectroniqueS,2018
DAF Mag,2017
La Dépêche du MidiHautes Pyrénées,2019
L'Argus de l'assurance,2015
L'Est Républicain,2018
Emerce,2017
Emerce,2017
Emerce,2017
Emerce,2017
La Provence,2018
La Dépêche du MidiAriège,2015
Biotech.Info 3.0,2017
Business Immo,2018
Sciences et Avenir,2018
mind Health,2019
Midi Libre,2016
Sud Ouest,2017
Industrie et Technologies,2019
Industrie et Technologies,2019
Sud Ouest,2016
ElectroniqueS,2018
La Dépêche du MidiTarn et Garonne,2019
La Lettre de l'audiovisuel,2017
L'Usine Nouvelle,2015
Les Echos,2015
Les Echos,2017
Le Télégramme BretagneQUIMPERLE,2017
L'Usine Nouvelle,2019
Décision Atelier,2018
CosmétiqueMag,2018
Option Finance,2019
L'Usine Nouvelle,2016
CFNEWS,2020
L'AGEFI,2020
Les Echos,2019
Les Echos,2019
L'Usine Nouvelle,2015
Le Figaro,2014
L'Express,2017
Le Figaro Magazine,2019
Libération,2014
Stratégies,2019
Stratégie,2019
L'Echo touristique,2019
L'AGEFI,2020
Les Echos,2011
Le Figaro Magazine,2015
La Provence,2018
Presse Océan,2019
Industrie et Technologies,2015
L'Usine Nouvelle,2019
Les Echos,2016
L'Usine Nouvelle,2019
Les Echos,2015
L'Usine Nouvelle,2020
Rue89,2014
Le Monde,2016
Le Parisien,2019
La Tribune,2020
Le Courrier de l'OuestCholet; Nord Anjou; Deux Sèvres; Angers; Saumur,2018
Les Echos,2017
L'Usine Nouvelle,2020
La Tribune,2019
La Tribune,2019
Atlantico,2020
Libération,2017
Les Echos,2017
Le Figaro,2018
L'AGEFI,2019
Le Point,2017
La Croix,2018
Le Figaro Magazine,2015
Le Télégramme Bretagne,2019
La Nouvelle République du Centre OuestDEUX SEVRES,2018
Sud Ouest,2011
Les Echos,2018
Le Figaro,2019
Centre Presse AveyronRODEZ_CP,2016
La Croix,2015
Le Figaro,2014
Enjeux Les Echos,2011
La Provence,2016
L'Indépendant,2018
L'Est éclair,2018
L'Usine Nouvelle,2016
Aujourd'hui en France,2016
La Correspondance de la Publicité,2017
LSA,2020
LSA,2020
IT for Business,2019
Le Maine LibreHaute Sarthe; Grand Mans; Sarthe Loir,2019
L'Union FranceVitry,2019
Les Echos,2020
La Correspondance de la Presse,2019
M Le Magazine du Monde,2018
Environnement Magazine,2016
L'Usine Nouvelle,2018
Environnement Magazine,2016
Le Point,2015
Rue89,2015
L'Express,2019
Ouest France,2016
La Tribune,2018
L'Obs,2018
Libération,2014
L'AGEFI,2018
Le Journal du Net JDN,2020
L'Obs,2019
Libération,2017
La Correspondance de la Publicité,2018
L'Usine Nouvelle,2018
Challenges,2019
Challenges,2019
Les Echos,2019
Les Echos,2018
Industrie et Technologies,2018
L'Usine Nouvelle,2019
Le Point,2019
Le Progrès de FécampPays de Caux; Pays de Caux,2017
Courrier picardHaute Somme,2015
mind Fintech,2020
L'Argus de l'assurance,2020
Courrier international,2020
Le Monde,2015
Sciences et Avenir,2019
L'Echo républicain,2015
Nord Littoral,2016
Ouest France,2012
La Voix du NordVilleneuve d'Ascq,2018
Le Courrier de l'OuestDeux Sevres,2017
Ouest France,2018
Investir Le Journal des finances,2020
Investir Le Journal des finances,2020
Investir Le Journal des finances,2018
Les Echos,2018
Sud Ouest,2018
Les Echos,2015
IT for Business,2019
Aujourd'hui en France,2016
Le Monde,2017
Le Monde,2016
Les Echos,2019
L'Obs,2019
Le Figaro,2020
Le Parisien,2011
Le Figaro,2018
NewsPressançais,2016
Le Figaro,2019
Le Quotidien du Médecin,2014
La Provence,2020
Libération,2017
ITespresso,2018
Le Jdd,2015
Midi Libre,2016
Centre Presse AveyronRODEZ_CP,2018
La Provence,2019
Presse Océan,2017
Industrie et Technologies,2012
La Dépêche du MidiComminges,2018
Le Parisien,2011
L'Indépendant,2019
L'AGEFI,2020
L'AGEFI,2020
L'AGEFI,2019
La Tribune,2018
L'AGEFI,2017
La Tribune,2019
L'AGEFI,2018
Challenges,2017
L'AGEFI,2020
Le Figaro,2018
La Tribune,2018
Les Echos,2018
Le Journal du CentreNièvre,2018
Le Monde,2015
L'Est éclair,2018
L'Union FranceL'Union Ardennes,2016
Le Progrès Lyon,2018
DAF Magazine,2017
L'Usine Nouvelle,2019
Le Télégramme Bretagne,2018
La Montagne,2011
TOM,2019
Les Echos,2019
Le Progrès Lyon,2011
Les Echos,2016
Mind,2017
Le Progrès Lyon,2017
Courrier International,2019
LSA,2017
L'Usine Nouvelle,2017
Aujourd'hui en France,2015
Art Media Agencyançais,2014
Sciences et Avenir,2017
Sciences et Avenir,2019
Réponses Photo,2012
Micro Hebdo,2011
Le Figaro,2017
Les Echos,2018
Courrier picardAmiens,2019
IT for Business,2018
Ouest France,2018
Emballages magazine,2018
Science et Vie,2020
Science et Vie,2020
Le Télégramme Bretagne,2011
Le Télégramme Bretagne,2018
La Correspondance de la Presse,2017
La Tribune,2018
Les Echos,2015
Option Finance,2018
La Tribune,2020
Industrie et Technologies,2020
La Correspondance de la Publicité,2016
Le Figaro,2018
Relation Client,2017
Relation Client,2017
La Correspondance de la Publicité,2017
LSA,2017
Capital Finance,2019
La Correspondance de la Publicité,2018
Relation Client,2020
L'Echo touristique,2017
La Tribune,2015
La Tribune,2015
Relation Client,2017
L'Echo touristique,2017
Les Echos,2019
L'AGEFI,2020
Intelligence Online Éditionançaise,2011
L'Usine Nouvelle,2016
Les Echos,2011
La Recherche,2019
L'Union FranceVitry,2018
Ouest France,2018
L'Expansion,2013
L'Usine Nouvelle,2018
Les Echos,2020
L'Usine Nouvelle,2018
L'Usine Nouvelle,2018
La Lettre A,2019
Les Echos,2016
Tour Hebdo,2016
Midi Libre,2012
L'AGEFI,2019
L'Express,2018
Le Monde,2017
La Matinale du Monde,2017
L'AGEFI,2017
Protection sociale Informations,2016
Le Figaro,2018
Le Télégramme Bretagne,2019
Le Parisien,2017
La Voix du NordLens Liévin,2012
Les Echos,2019
Banques Hebdo,2018
Le Journal du Net JDN,2019
Le Parisien,2011
La Voix du NordSaint Omer,2018
La Voix du NordDunkerque,2015
La Provence,2018
Le Télégramme Bretagne,2019
Presse Océan,2015
L'Écho touristique,2018
Ouest France,2018
Le Journal du Net JDN,2020
Ouest France,2014
Le Télégramme Bretagne,2019
La Tribune,2019
Banques Hebdo,2017
L'Usine Nouvelle,2019
Le Monde,2016
Le Journal du Net JDN,2020
La Nouvelle République DimancheLOIR ET CHER,2020
La Voix du NordArras,2016
La Correspondance de la Publicité,2015
Stratégies,2017
Relation Client,2019
L'AGEFI,2020
L'AGEFI,2020
TOM,2019
Les Echos,2018
Air et Cosmos,2019
mind Fintech,2019
Challenges,2019
L'AGEFI,2017
La Tribune,2016
La Tribune,2014
L'Argus de l'assurance,2020
WanSquare,2020
marieance,2016
Le Journal des entreprises,2016
La Correspondance de la Presse,2017
Relation Client,2017
Le Progrès Lyon,2019
Le Progrès Lyon,2019
Sciences et Avenir,2019
IT for Business,2017
La Tribune,2018
L'AGEFI,2020
Sécurité Informatique,2013
Corse Matin,2018
Courrier picardToutes éditions,2014
L'Indépendant,2019
Les Echos,2018
L'Est éclair,2018
IT for Business,2019
DAF Mag,2019
L'Obs,2019
IT for Business,2018
Sciences et Avenir,2017
L'Usine Nouvelle,2017
La Montagne,2013
Boursier,2018
Les Echos,2018
Les Echos,2018
Les Echos,2018
L'Indépendant,2018
L'Echo touristique,2015
LSA,2019
Les Echos,2019
Les Echos,2016
La Lettre de l'audiovisuel,2019
LSA,2017
IT for Business,2015
L'Usine Nouvelle,2019
La Lettre de l'audiovisuel,2015
L'Usine Nouvelle,2017
Le Monde,2016
La Matinale du Monde,2016
L'Usine Nouvelle,2019
La Correspondance de la Publicité,2019
mind Health,2019
L'Union FranceVitry,2018
IT for Business,2016
Le Moniteur,2020
LSA,2017
Le Journal des Loisirs Interactifs,2016
Le Journal du Net JDN,2020
Sud Ouest,2017
Banques Hebdo,2016
La Provence,2018
Le Journal du Net JDN,2020
Les Echos,2019
Les Echos,2018
L'Union FranceVitry,2019
Le Monde,2018
Supply Chain Magazine,2020
Business Immo,2018
Le Monde,2016
Les Echos,2019
Le Parisien,2011
La Tribune,2020
LSA,2017
Artisans,2017
Environnement Magazine,2016
La Lettre de l'Expansion,2018
Challenges,2019
Les Echos,2018
Les Echos,2019
Les Echos,2019
Midi Libre,2018
Le Monde,2017
L'Obs,2020
Sciences et Avenir,2018
Le Monde,2017
Les Echos,2019
Ouest France,2020
Actualités Sociales Hebdomadaires,2018
La Provence,2016
Le Monde,2018
La Tribune,2016
Les Echos,2017
La Correspondance de la Publicité,2017
Les Echos,2018
Le Monde,2016
Le Monde,2016
La Matinale du Monde,2016
Capital Finance,2020
L'Usine Nouvelle,2017
Les Echos,2017
La Recherche,2017
Le Bien Public,2016
Nord ÉclairToutes éditions,2019
Le Journal de Saône et Loire,2015
Le Journal du Net JDN,2019
ElectroniqueS,2020
Le Point,2019
L'Usine Nouvelle,2019
La Vie,2019
Nord Littoral,2014
IT for Business,2019
E Commerce,2019
Le Figaro,2020
L'Usine Nouvelle,2017
Nord Éclair,2015
Air et Cosmos,2020
L'Usine Nouvelle,2018
Journal des Communes Durables,2014
Nord Éclair,2015
Le Figaro,2020
Les Echos,2017
Science et Vie,2020
La Tribune,2020
Le Pays RoannaisRoanne,2019
Nord Littoral,2017
La Tribune,2020
L'AGEFI,2019
Les Echos,2019
Courrier International,2016
20 Minutes,2018
IT for Business,2020
La Montagne,2019
Ouest France,2013
Option Finance,2020
Sud Ouest,2011
Sud Ouest,2011
La Provence,2015
Le Parisien,2016
Sud Ouest,2011
Le Figaro,2018
Aujourd'hui en FranceEdition Principale,2020
Silicon,2019
Le Journal du Net JDN,2020
mind Health,2018
Ouest France,2017
Ouest France,2017
L'Officiel des Transporteurs,2018
Entreprise et Carrières,2019
L'Usine Nouvelle,2018
La Voix du NordToutes éditions,2015
IT for Business,2017
Entreprise et Carrières,2020
L'Union FranceReims,2016
La Provence,2020
Les Echos,2020
WK RH,2016
Les Echos,2019
Les Echos,2017
TOM,2020
Banques des Entreprises,2018
L'Usine Nouvelle,2020
Les Echos,2019
Le Journal du Net JDN,2020
IT for Business,2019
IT for Business,2018
La Croix,2018
Les Echos,2015
L'Express,2018
Le Journal du Net JDN,2019
Rue89,2016
L'Équipe,2020
L'Indépendant,2018
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
L'Obs,2019
JournalAuto,2019
L'Usine Nouvelle,2015
L'Usine Nouvelle,2019
La Provence,2019
Business Immo,2017
ElectroniqueS,2018
l'Humanité,2016
La Croix,2019
La Croix,2019
Courrier picardToutes éditions,2018
La Croix,2019
L'Union FranceLaon,2018
La Croix,2019
L'Union FranceL'Ardennais,2017
La Croix,2020
L'Usine Nouvelle,2019
Mesures,2019
L'Usine Nouvelle,2019
Le Figaro,2019
Les Echos,2019
Aujourd'hui en FranceEdition Principale,2017
La Tribune,2018
Le Télégramme Bretagne,2020
L'Usine Nouvelle,2016
Les Echos,2016
L'Indépendant,2020
La Provence,2020
Option Finance,2016
Le Figaro,2016
Rayon Boissons,2020
Les Echos,2019
L'Usine Nouvelle,2018
Libération,2016
Écrans,2016
Courrier picardRégion d'Amiens,2020
Linéaires,2018
Les Echos,2018
Le Figaro,2018
Mesures,2020
Le Point,2017
L'Usine Nouvelle,2018
L'Express,2017
L'Argus de l'assurance,2020
La Dépêche du MidiGÉNÉRAL,2019
Aujourd'hui en France,2019
Le Point,2017
Nord Littoral,2017
Le Figaro,2019
L'Express,2019
L'Yonne républicaineNord; Nord; Sud; Sud,2020
France Routes,2020
La Voix du NordToutes éditions,2017
Le Monde,2018
L'AGEFI,2017
Paris Normandie,2015
Le Journal du Net JDN,2020
Mind,2017
mind Health,2018
Décision Atelier,2018
La Lettre A,2018
Ouest France,2017
Ouest France,2018
Le Monde,2013
L'Express,2016
La Correspondance de la Presse,2016
L'Officiel des Transporteurs,2020
l'Humanité,2018
Nord ÉclairToutes éditions,2020
Le Figaro,2018
Le Figaro,2019
Corse Matin,2019
Le Télégramme Bretagne,2019
Ouest France,2018
Les Echos,2017
Le Monde,2018
L'Indépendant,2018
La Correspondance de la Presse,2016
Les Echos,2017
La Tribune,2018
Le Particulier,2018
Le Particulier Pratique,2018
Point Banque,2018
La Provence,2018
Les Echos,2018
Investir Le Journal des finances,2018
L'Union FranceSoissons,2018
L'AGEFI,2016
Les Echos,2019
Madame Figaro,2018
Le Figaro Magazine,2018
Sciences et Avenir,2017
Sud Ouest,2016
Ouest France,2020
Centre Presse Vienne,2019
L'Echo républicain,2018
mind Health,2019
Les Echos,2020
Le Figaro,2019
IT for Business,2018
L'Indépendant,2016
Sud Ouest,2018
L'Express,2018
Ouest France,2020
Courrier international,2019
Les Echos,2019
Le Figaro,2019
L'Usine Nouvelle,2018
CosmétiqueMag Hebdo,2020
L'Usine Nouvelle,2020
Stratégies,2019
Challenges,2016
Sciences et Avenir,2019
Aujourd'hui en France,2013
Midi Libre,2020
Le Figaro,2019
La Provence,2019
Courrier picardToutes éditions,2016
La Tribune,2020
La Tribune,2020
L'Indépendant,2019
Atlantico,2016
Sud Ouest,2018
Technologies Bancaires,2019
La Correspondance de la Publicité,2020
L'Echo touristique,2019
Mind,2017
L'AGEFI,2018
L'Usine Nouvelle,2020
La Nouvelle République du Centre OuestINDRE,2012
La Nouvelle République du Centre OuestINDRE,2012
Ouest France,2020
Ouest France,2020
Aujourd'hui en France,2020
La Provence,2014
Sud Ouest,2018
L'Est Républicain,2015
L'Argus de l'assurance,2019
La Croix,2017
Nord ÉclairLens,2014
Valeurs Actuelles,2015
Le Point,2020
20 Minutes,2018
Le Point,2014
La Correspondance de la Presse,2014
Le Quotidien du Médecin,2020
Ouest France,2016
L'Usine Nouvelle,2020
Sud Ouest,2016
Challenges,2018
IT for Business,2017
Les Echos,2018
Les Echos,2018
L'Express,2014
Les Echos,2018
Les Echos,2018
Les Echos,2017
Nord Éclair,2019
La Voix du NordSaint Pol,2016
Industrie et Technologies,2020
L'Usine Nouvelle,2018
Centre Presse Vienne,2012
Ouest France,2020
Le Bien PublicJUR; CDO,2016
La Tribune,2018
La Vie,2019
Sciences et Avenir,2017
Le Courrier de l'OuestTous Titres,2016
Le Journal du Net JDN,2020
Sud Ouest,2014
Ouest France,2016
Le Bien PublicLons,2018
L'Usine Nouvelle,2017
La Provence,2018
La Provence,2018
Le Figaro,2020
Industrie et Technologies,2014
Les Echos,2017
Actu Labo,2019
LSA,2018
Le Monde,2013
La Correspondance de la Publicité,2017
Stratégies,2018
CosmétiqueMag,2019
La Correspondance de la Publicité,2017
La Correspondance de la Publicité,2018
Les Echos,2017
Les Echos,2016
L'Express,2019
Emerce,2016
Emerce,2016
La Dépêche du MidiSud Est,2018
L'Est Républicain,2018
La Montagne,2018
Les Echos,2020
Ouest France,2011
La Provence,2016
Ouest France,2016
L'Est Républicain,2019
Le Point,2019
Relation Client,2016
Relation Client,2016
Relation Client,2016
Relation Client,2016
Relation Client,2016
Relation Client,2016
Relation Client,2016
L'Usine Nouvelle,2020
La Correspondance économique,2018
Industrie et Technologies,2020
Stratégies,2020
Le Journal du Net JDN,2020
Les Echos,2018
Le Figaro Magazine,2018
L'Indépendant,2015
La Tribune,2017
La Tribune,2018
Biotech.Info 3.0,2016
La Tribune,2017
Les Echos,2014
La République des Pyrénées,2013
La Recherche,2019
Ouest France,2020
Ouest France,2020
Les Echos,2016
Mind,2018
Sciences et Avenir,2017
Décision Achats,2019
La Dépêche du MidiTarn Castres; Tarn Albi,2016
La Correspondance de la Presse,2017
Les Echos,2018
Les Echos,2018
La Correspondance de la Presse,2018
La Correspondance de la Presse,2016
Les Echos,2016
IT for Business,2017
Emerce,2018
L'AGEFI,2018
La Tribune,2019
News Assurances Pro,2018
E marketing,2019
L'Usine Nouvelle,2019
Tour Hebdo,2016
Relation Client,2017
Ouest France,2016
LSA,2016
Info Buro Mag,2018
Process Alimentaire,2019
Le Figaro Magazine,2014
La Tribune,2015
La Correspondance de la Publicité,2020
Stratégies,2020
La Tribune,2020
Chantiers de France,2020
Points de Vente,2019
Les Echos,2018
La Tribune,2015
Corse Matin,2018
L'Usine Nouvelle,2017
Info Buro Mag,2018
Les Echos,2017
Capital Finance,2018
Les Echos,2017
Le Quotidien du Médecin,2017
La Tribune,2017
E marketing,2019
Option Finance,2018
La Tribune,2017
Action Co,2018
Revue Lamy de la concurrence,2020
Le Figaro,2019
L'AGEFI,2018
Le Figaro,2020
ElectroniqueS,2020
Technologies Bancaires,2017
Le Quotidien du Médecin,2016
La Tribune,2018
Décideurs Magazine Site web,2018
Industrie et Technologies,2015
La Gazette desmunes,2018
Nord Littoral,2013
Les Echos,2019
Industrie et Technologies,2014
L'Est éclair,2017
Sud Ouest,2020
Les Echos,2019
L'Union FranceL'Union Ardennes,2020
Silicon,2019
Le Monde,2018
Atlantico,2014
Courrier picardHaute Somme,2016
Courrier picardSaint Quentin,2016
Ouest France,2017
L'Usine Nouvelle,2019
Le Monde,2019
Silicon,2019
mind Media,2019
Décision Achats,2020
L'Indépendant,2020
Le Progrès Lyon,2011
Relation Client,2017
Challenges,2019
Mind,2016
Sud Ouest,2016
Sud Ouest,2011
Le Progrès Lyon,2011
Le Progrès Lyon,2011
Le Journal du CentreNièvre,2020
Le Progrès Lyon,2012
La Nouvelle République du Centre OuestDEUX SEVRES,2017
Le Monde,2019
Le Figaro,2019
La Dépêche du MidiHautes Pyrénées,2018
Sud Ouest,2019
Le Télégramme Bretagne,2018
L'Usine Nouvelle,2018
Sécurité Informatique,2015
La Tribune,2018
Décideurs Magazine Site web,2017
Le Journal de Saône et LoireLons,2018
Le Journal de Saône et LoireLons,2017
La Dépêche du MidiLot,2019
Presse Océan,2013
L'AGEFI,2017
L'Usine Nouvelle,2020
Les Echos,2017
Les Echos,2020
Les Echos,2020
Libération,2011
L'Usine Nouvelle,2019
La Tribune,2019
Ouest France,2020
L'Express,2017
LSA,2018
L'Express,2018
Le Télégramme BretagneLORIENT,2016
Les Echos,2018
Corse Matin,2017
Mind,2017
La Correspondance de la Publicité,2017
E marketing,2020
Le Journal du Net JDN,2019
Aujourd'hui en France,2017
Midi Libre,2020
La Provence,2019
Le Quotidien du Médecin,2019
Emerce,2020
E marketing,2020
Atlantico,2016
Action Co,2017
La Croix,2018
L'Usine Nouvelle,2020
L'AGEFI,2014
Le Figaro,2019
La Tribune,2015
Le Figaro,2016
Le Petit Bleu d'AgenPB,2017
ElectroniqueS,2018
Décision Achats,2018
Ouest France,2016
Le Point,2020
Sud Ouest,2017
Madame Figaro,2017
Madame Figaro,2018
L'Usine Nouvelle,2017
Les Echos,2015
L'Est Républicain,2016
IT for Business,2017
L'Usine Nouvelle,2020
Le Quotidien du Médecin,2014
Entreprise et Carrières,2018
IT for Business,2018
Les Echos,2018
Atlantico,2018
Le Progrès Lyon,2017
Centre Presse AveyronRODEZ_CP,2017
La Provence,2017
Challenges,2016
ElectroniqueS,2018
Le Monde,2014
Les Echos,2018
La Correspondance économique,2019
Le Figaro,2014
Le Courrier de l'Ouest,2018
